frames_analyzed,common_ground_truth,total_common_gt_count,total_det_pred_count,total_seg_pred_count,det_count_MAE_commonGT,det_count_RMSE_commonGT,seg_count_MAE_commonGT,seg_count_RMSE_commonGT,det_box_occupancy_MAE,det_box_occupancy_RMSE,seg_mask_occupancy_MAE,seg_mask_occupancy_RMSE,mean_det_pred_box_occupancy,mean_seg_pred_mask_occupancy
545,segmentation_GT_count,3631,2722,3287,1.8807339449541285,2.3714664684555786,1.144954128440367,1.5633415165112536,0.09356095291097431,0.13426744347238861,0.020853333403754906,0.030711717604310882,0.3849078714916081,0.1582102437786723
