frame,common_gt_count,det_pred_count,seg_pred_count,det_count_error_commonGT,seg_count_error_commonGT,det_abs_count_error_commonGT,seg_abs_count_error_commonGT,det_gt_box_occupancy,det_pred_box_occupancy,det_abs_box_occupancy_error,seg_gt_mask_occupancy,seg_pred_mask_occupancy,seg_abs_mask_occupancy_error
00212,7,6,7,-1,0,1,0,0.437529554212,0.458490108055,0.020960553842999996,0.19419342952711638,0.2363647890657496,0.04217135953863321
00213,7,5,7,-2,0,2,0,0.40259922619000005,0.405637252385,0.003038026194999932,0.1947740639727903,0.19521051901724965,0.0004364550444593551
00214,9,5,8,-4,-1,4,1,0.41784235589599994,0.40393588609900005,0.013906469796999887,0.20477117119500604,0.2074327655387503,0.0026615943437442724
00215,9,7,6,-2,-3,2,3,0.433237889236,0.5347082121410001,0.10147032290500008,0.20324339377117534,0.18855679600400055,0.014686597767174792
00216,9,7,7,-2,-2,2,2,0.44472216829700006,0.580080717477,0.1353585491799999,0.2045676577464667,0.18689682665125054,0.017670831095216166
00217,9,5,7,-4,-2,4,2,0.45722335544500003,0.392888636583,0.06433471886200004,0.2028416803759903,0.1912976986127503,0.01154398176323998
00218,9,5,8,-4,-1,4,1,0.41261120666900003,0.41497973834999996,0.00236853168099993,0.19885392312429467,0.20881074861250037,0.0099568254882057
00219,9,7,9,-2,0,2,0,0.416677090795,0.4968372172900001,0.0801601264950001,0.1935047760392009,0.20302070746750003,0.009515931428299124
00220,9,9,10,0,1,0,1,0.41697468036999996,0.691280228743,0.27430554837300003,0.19163749297430488,0.23268443541549974,0.04104694244119486
00221,9,6,10,-3,1,3,1,0.423278000288,0.46115311454599994,0.03787511425799994,0.19165195999258455,0.2230340199637493,0.03138205997116475
00222,10,6,8,-4,-2,4,2,0.422243439915,0.454034760961,0.031791321045999965,0.1946308352522495,0.20542749158300005,0.010796656330750554
00223,10,6,8,-4,-2,4,2,0.44947397844099996,0.48843835699099997,0.03896437855000001,0.19843002132640838,0.21333126406025038,0.014901242733841996
00224,9,6,9,-3,0,3,0,0.46791345280899993,0.583872005945,0.11595855313600006,0.19957802629036053,0.23697440529374958,0.037396379003389046
00225,9,5,9,-4,0,4,0,0.471297174852,0.441421722947,0.029875451905000017,0.2063189646234364,0.2701609600744995,0.06384199545106312
00226,9,6,8,-3,-1,3,1,0.485687934429,0.570658936044,0.08497100161499999,0.20494405593386505,0.22505190303874983,0.02010784710488478
00227,9,7,9,-2,0,2,0,0.47287685086299996,0.597793151978,0.12491630111500002,0.2025402660034672,0.255518190713501,0.05297792471003382
00228,9,7,7,-2,-2,2,2,0.4556353242219999,0.531337641508,0.07570231728600008,0.19765673239154907,0.21315958463449908,0.015502852242950005
00229,9,5,10,-4,1,4,1,0.45247430492699997,0.419327635945,0.03314666898199997,0.1860407003467801,0.2465342404454991,0.06049354009871899
00230,9,6,8,-3,-1,3,1,0.4602360685410001,0.5475800127620001,0.087343944221,0.19219424672450947,0.20629326536075032,0.014099018636240856
00231,10,5,6,-5,-4,5,4,0.427593311585,0.43755510247900004,0.009961790894000011,0.1971093720077836,0.16587663342325043,0.031232738584533182
00232,10,5,8,-5,-2,5,2,0.43833053004499994,0.422514791353,0.015815738691999925,0.20070722537165775,0.2023437251734994,0.001636499801841662
00233,9,6,6,-3,-3,3,3,0.4518225306259999,0.5914473906909999,0.13962486006500002,0.20354648943434034,0.19652549609024964,0.0070209933440907035
00234,9,5,10,-4,1,4,1,0.375568601981,0.41832291519599996,0.04275431321499995,0.19883921633481758,0.23646254349175008,0.03762332715693251
00235,9,5,6,-4,-3,4,3,0.39295798511200003,0.482304205651,0.08934622053899999,0.19602671471893587,0.1329382901904991,0.06308842452843677
00236,9,5,8,-4,-1,4,1,0.410250821564,0.49139162608600007,0.08114080452200007,0.19918523593260465,0.16563346388600003,0.03355177204660462
00237,9,6,8,-3,-1,3,1,0.42631531440100007,0.616833119164,0.1905178047629999,0.19462915005190684,0.20934239601025018,0.014713245958343335
00238,11,6,7,-5,-4,5,4,0.43966981004800004,0.51061581063,0.07094600058200001,0.19906178133146246,0.25574429288199907,0.05668251155053661
00239,9,8,9,-1,0,1,0,0.45040650614399996,0.631352500785,0.18094599464100009,0.18582730118293433,0.24159937951075,0.055772078327815666
00240,9,6,8,-3,-1,3,1,0.458237167239,0.458516041547,0.0002788743079999989,0.1905425349027925,0.2815341908010005,0.09099165589820801
00241,9,6,9,-3,0,3,0,0.45967992592199997,0.45299346159,0.006686464331999986,0.18667341827392603,0.2509354245600002,0.06426200628607415
00242,9,6,8,-3,-1,3,1,0.448097567227,0.43263521244799996,0.015462354779000043,0.18875192968750953,0.2209462886259998,0.032194358938490264
00243,8,6,7,-2,-1,2,1,0.44642678431599997,0.451345149823,0.004918365507000033,0.19286337985048085,0.18688154288550007,0.00598183696498078
00244,8,7,7,-1,-1,1,1,0.38738879062000003,0.53810087095,0.15071208033,0.19591845203506408,0.19139967959549958,0.0045187724395645
00245,8,6,7,-2,-1,2,1,0.3967934475669999,0.5329314657399999,0.13613801817300003,0.19366536657291977,0.1650021394092498,0.02866322716366998
00246,8,8,10,0,2,0,2,0.404771942241,0.6158936766069999,0.2111217343659999,0.1907556927249563,0.265798488894751,0.0750427961697947
00247,8,8,7,0,-1,0,1,0.404852614011,0.7664887916509999,0.36163617763999995,0.18376326359750372,0.1527016179709999,0.03106164562650382
00248,8,7,7,-1,-1,1,1,0.395888118649,0.662639527541,0.266751408892,0.175449949331691,0.1779080546854996,0.0024581053538086095
00249,8,7,7,-1,-1,1,1,0.39178264727100004,0.551313455419,0.15953080814799997,0.17296513244803458,0.19578553706249996,0.022820404614465384
00250,7,7,6,0,-1,0,1,0.384415457581,0.6111695815760001,0.2267541239950001,0.16894001011741566,0.17621103897400067,0.00727102885658501
00251,7,9,6,2,-1,2,1,0.38622725259400004,0.8946167093420001,0.5083894567480001,0.17235195292724526,0.14439008845699983,0.02796186447024543
00252,7,7,7,0,0,0,0,0.37740120448700004,0.5913689294719999,0.21396772498499989,0.16314766643182876,0.2152645222212501,0.052116855789421324
00253,7,6,7,-1,0,1,0,0.36994435011599996,0.44144422509799996,0.071499874982,0.17394386714635734,0.1703536372387497,0.003590229907607656
00254,7,7,6,0,-1,0,1,0.371415854594,0.44766320081399996,0.07624734621999996,0.1700846384064003,0.16346986293024968,0.006614775476150636
00255,7,6,7,-1,0,1,0,0.391979034441,0.421127095708,0.02914806126699998,0.17200737924590492,0.22404289583499992,0.052035516589095
00256,7,5,7,-2,0,2,0,0.380734881827,0.35510380719400003,0.02563107463299996,0.1636868276361565,0.1809981081649998,0.017311280528843315
00257,7,6,5,-1,-2,1,2,0.39748793412300004,0.483569768771,0.08608183464799996,0.1626374413543934,0.14418839791474997,0.01844904343964343
00258,6,6,6,0,0,0,0,0.38387323570399995,0.455066808662,0.07119357295800005,0.15890431833173402,0.18838961683825023,0.02948529850651621
00259,6,6,5,0,-1,0,1,0.379212079428,0.476506577107,0.097294497679,0.15920307773297782,0.16425549774325024,0.005052420010272424
00260,6,7,5,1,-1,1,1,0.387272883903,0.5774315712560001,0.19015868735300007,0.1591092803833536,0.1679274923645007,0.0088182119811471
00261,6,6,5,0,-1,0,1,0.38538332568499994,0.458148397485,0.07276507180000008,0.15700761920664164,0.16249786137399996,0.005490242167358328
00262,6,4,5,-2,-1,2,1,0.387314783987,0.340271319776,0.047043464210999975,0.15831452574115445,0.19269310764449946,0.034378581903345
00263,6,4,5,-2,-1,2,1,0.349423329918,0.343314527763,0.006108802155000037,0.1575053045471999,0.16876079539925004,0.011255490852050132
00264,6,4,6,-2,0,2,0,0.34893648240099995,0.36715547653499997,0.01821899413400002,0.15776258654117536,0.19614145737974997,0.03837887083857461
00265,6,5,8,-1,2,1,2,0.34222198468599996,0.43649284911799996,0.094270864432,0.1547345212065927,0.2350105557282493,0.0802760345216566
00266,6,5,6,-1,0,1,0,0.32136038731399996,0.453299506011,0.13193911869700004,0.1564004653621437,0.16933575390774985,0.01293528854560616
00267,6,7,6,1,0,1,0,0.31309539155599997,0.617470287321,0.304374895765,0.153192273639134,0.14772362942624975,0.0054686442128842605
00268,6,5,6,-1,0,1,0,0.266383336757,0.379507942042,0.11312460528500001,0.14492428706107008,0.1597415812487504,0.014817294187680324
00269,6,4,8,-2,2,2,2,0.25989564556800004,0.340280075716,0.08038443014799995,0.14907118130440433,0.20789730902724993,0.058826127722845595
00270,8,8,6,0,-2,0,2,0.263888114728,0.6068825763209998,0.34299446159299984,0.14133873309358658,0.1715798677089995,0.030241134615412918
00271,5,5,5,0,0,0,0,0.266530776073,0.364925239771,0.09839446369799998,0.13096595350665063,0.12478297048600022,0.006182983020650415
00272,5,5,5,0,0,0,0,0.253367565368,0.3339431835829,0.0805756182149,0.10783516665553594,0.13523636406299983,0.027401197407463884
00273,5,3,6,-2,1,2,1,0.24405702976,0.256095107265,0.012038077505000022,0.11087794276630603,0.1644182237860001,0.053540281019694075
00274,5,3,5,-2,0,2,0,0.24918929590399996,0.26064124111200004,0.01145194520800008,0.11177806835483195,0.12054262230650016,0.00876455395166821
00275,5,3,5,-2,0,2,0,0.224208027548,0.231057212493,0.006849184945000003,0.10977285887736277,0.13118701883650086,0.02141415995913809
00276,5,4,6,-1,1,1,1,0.16735309392199998,0.27695936116700004,0.10960626724500006,0.10495491265513723,0.1494204552099987,0.04446554255486146
00277,5,2,6,-3,1,3,1,0.17987695133499998,0.15752901653399998,0.022347934801000002,0.10523485736979565,0.15057070200200018,0.045335844632204525
00278,4,2,5,-2,1,2,1,0.18122134066899998,0.15929972643499998,0.021921614233999992,0.10105902603032701,0.10752374175199987,0.006464715721672856
00279,5,2,4,-3,-1,3,1,0.18175664146099998,0.18296392912999998,0.0012072876689999956,0.0960064622026291,0.10087234461399995,0.004865882411370856
00280,4,2,4,-2,0,2,0,0.18943966537100002,0.18522786826800003,0.004211797102999987,0.09559895701342347,0.09723729643899996,0.0016383394255764933
00281,4,1,4,-3,0,3,0,0.171012118805,0.08082257000799999,0.09018954879700002,0.09067057101281595,0.09207025807150013,0.0013996870586841792
00282,4,1,4,-3,0,3,0,0.15807842647800002,0.08101753503999999,0.07706089143800003,0.08711443667126595,0.09049903168600001,0.0033845950147340653
00283,4,1,4,-3,0,3,0,0.15395986460900002,0.077741662118,0.07621820249100002,0.08355420407021752,0.08773429513799985,0.004180091067782332
00284,4,1,4,-3,0,3,0,0.100362514212,0.072423453834,0.027939060377999994,0.08105420795902507,0.08538179357699983,0.0043275856179747635
00285,4,1,3,-3,-1,3,1,0.101298076362,0.06911369388,0.03218438248200001,0.07491898223878835,0.07986328906099992,0.004944306822211572
00286,3,1,3,-2,0,2,0,0.0963468222,0.063717606194,0.032629216005999995,0.07269989578978509,0.08128034843699983,0.008580452647214742
00287,3,1,3,-2,0,2,0,0.088442109351,0.058743521099999994,0.029698588251000003,0.0707419467150463,0.07622616180500037,0.005484215089954073
00288,3,1,3,-2,0,2,0,0.092613431709,0.06693358939499999,0.025679842314,0.06445722463839809,0.07134111328150021,0.006883888643102118
00289,3,1,3,-2,0,2,0,0.062336138735,0.062156123205,0.00018001553000000087,0.06112967501435129,0.0692274114570001,0.0080977364426488
00290,3,1,3,-2,0,2,0,0.06810731671,0.071613086862,0.003505770152000001,0.05574001816826346,0.06219196041749947,0.006451942249236009
00291,3,2,2,-1,-1,1,1,0.070175300454,0.099323013419,0.029147712965000003,0.05716603847162105,0.04860888229000013,0.008557156181620923
00292,3,1,3,-2,0,2,0,0.06976849109299998,0.07488338119599999,0.005114890103000008,0.05288556299448022,0.07274313151049952,0.019857568516019303
00293,3,1,3,-2,0,2,0,0.07575803437499999,0.078290361468,0.0025323270930000114,0.05130931902590241,0.055410186629999664,0.0041008676040972525
00294,3,1,2,-2,-1,2,1,0.07128546818999999,0.075279661278,0.003994193088000003,0.04624132069449338,0.04316403506950034,0.0030772856249930425
00295,3,1,2,-2,-1,2,1,0.07090276668600001,0.07894404749,0.00804128080399999,0.04248866860715772,0.03781674748099992,0.004671921126157802
00895,1,1,1,0,0,0,0,0.025834454244,0.028774238400000002,0.002939784156000002,0.0029509067436519487,0.006931425347499985,0.003980518603848036
00896,2,1,1,-1,-1,1,1,0.028235054958,0.032640038936999995,0.004404983978999993,0.006989776013687627,0.007712663280500031,0.000722887266812404
00897,1,1,2,0,1,0,1,0.0324986207,0.036712073367000005,0.004213452667000003,0.007289496418088182,0.017730027951249984,0.010440531533161802
00898,2,1,3,-1,1,1,1,0.053986971292999994,0.046979803465000004,0.00700716782799999,0.01242163404254734,0.01839194930649999,0.00597031526395265
00899,2,1,3,-1,1,1,1,0.053084457143,0.048258811965,0.004825645178,0.007619356620858629,0.030058489932000013,0.022439133311141383
00900,2,1,4,-1,2,1,2,0.052424793039,0.046058416785,0.006366376254000002,0.010320939493619247,0.030258230207750005,0.019937290714130758
00901,3,2,2,-1,-1,1,1,0.057361706138000006,0.0678399121242,0.010478205986199994,0.018355757355498777,0.014485641927749985,0.0038701154277487916
00902,3,1,3,-2,0,2,0,0.06379382873,0.054183642649999995,0.009610186080000006,0.021565635549665646,0.03745009609124998,0.015884460541584336
00903,3,1,3,-2,0,2,0,0.09253939001,0.063819029715,0.028720360294999997,0.029849538412871912,0.025117158159749978,0.0047323802531219344
00904,3,1,3,-2,0,2,0,0.09445192968,0.07027496366399999,0.024176966016000015,0.032867236256343545,0.04635421666949993,0.013486980413156387
00905,3,1,2,-2,-1,2,1,0.10554086526999999,0.07567379512,0.029867070149999994,0.039156779775670746,0.030625002603249973,0.008531777172420773
00906,3,3,3,0,0,0,0,0.117443767224,0.124484230229,0.007040463004999997,0.04448519456879298,0.04444656050275003,3.8634066042944615e-05
00907,3,4,3,1,0,1,0,0.12317741292800001,0.19183183892199995,0.06865442599399994,0.04877097682647846,0.049476927865250084,0.0007059510387716211
00908,3,5,3,2,0,2,0,0.137463954,0.241129084189,0.103665130189,0.05694733744866598,0.0547156574657502,0.002231679982915777
00909,3,4,2,1,-1,1,1,0.148712362614,0.250148792896,0.101436430282,0.06237244352410509,0.05695955494749992,0.005412888576605171
00910,3,3,4,0,1,0,1,0.155048822117,0.197874498315,0.04282567619800001,0.061935763577584124,0.09841573949799996,0.03647997592041584
00911,4,3,4,-1,0,1,0,0.17083226077700003,0.173607287447,0.002775026669999958,0.08119092341050706,0.11058605425099996,0.029395130840492903
00912,4,2,3,-2,-1,2,1,0.17843434461500002,0.147078802422,0.03135554219300002,0.08482711268373241,0.08324645286499992,0.0015806598187324966
00913,5,2,3,-3,-2,3,2,0.178951142945,0.145331925837,0.033619217108000005,0.08996069751181515,0.10961147629974988,0.019650778787934725
00914,5,3,3,-2,-2,2,2,0.220717048321,0.168195242686,0.052521805635,0.10786771706847009,0.09028862422125006,0.017579092847220035
00915,5,3,6,-2,1,2,1,0.210315487932,0.19290906592799997,0.017406422004000027,0.11484326663023572,0.11138891084825009,0.003454355781985635
00916,5,4,6,-1,1,1,1,0.22336818275299997,0.28927026074699996,0.065902077994,0.11214144455727497,0.1524109577250003,0.040269513167725327
00917,5,3,5,-2,0,2,0,0.23546786926899999,0.211371083413,0.024096785855999975,0.10514057705397784,0.11824648602649988,0.013105908972522048
00918,5,2,5,-3,0,3,0,0.25928697043,0.196352931402,0.06293403902799999,0.10872395490900721,0.12140624305325014,0.012682288144242923
00919,5,5,4,0,-1,0,1,0.276922866376,0.4377059239930001,0.16078305761700012,0.12094545723456807,0.11805121145874986,0.002894245775818205
00920,5,5,4,0,-1,0,1,0.29871769857100006,0.463105299922,0.16438760135099995,0.12774209529374525,0.11252604635424997,0.015216048939495283
00921,6,6,4,0,-2,0,2,0.33155738589300005,0.4787722560652,0.14721487017219997,0.15180507526404352,0.10415579809325008,0.04764927717079344
00922,6,6,5,0,-1,0,1,0.360519632972,0.3955810506055,0.03506141763349996,0.16005039493822953,0.1387110309047504,0.021339364033479136
00923,7,7,4,0,-3,0,3,0.392420341605,0.5533903379360001,0.16096999633100012,0.16543764136726846,0.12931643741250023,0.03612120395476823
00924,7,6,5,-1,-2,1,2,0.39739767919599994,0.44751991568899996,0.050122236493000016,0.16914689381767983,0.1515733988715,0.017573494946179824
00925,7,7,6,0,-1,0,1,0.408594960107,0.49163579567759996,0.08304083557059994,0.1648488131507739,0.16281258698200057,0.0020362261687733307
00926,7,6,7,-1,0,1,0,0.415197690938,0.49793503338,0.08273734244199998,0.153587239947862,0.1963738256087498,0.042786585660887805
00927,7,5,7,-2,0,2,0,0.44872718141099993,0.444234112588,0.004493068822999935,0.1565904681863645,0.18276018325000004,0.02616971506363555
00928,7,5,5,-2,-2,2,2,0.460821733944,0.482210937347,0.02138920340299999,0.15141613744823068,0.1613215143212501,0.009905376873019428
00929,7,4,9,-3,2,3,2,0.452434524304,0.37764362783600003,0.07479089646799997,0.15949242792395257,0.2251148542519997,0.06562242632804713
00930,7,7,5,0,-2,0,2,0.44664664498499995,0.652025060949,0.20537841596400008,0.1508627520105572,0.1463692992169998,0.004493452793557423
00931,8,7,8,-1,0,1,0,0.444908478798,0.650662516982,0.20575403818399995,0.16617524965477834,0.2778080865394993,0.11163283688472095
00932,8,5,6,-3,-2,3,2,0.461155206105,0.465997282469,0.004842076364000025,0.1835766322337707,0.19840930581749944,0.01483267358372875
00933,8,7,6,-1,-2,1,2,0.45605327536,0.7431977172309999,0.2871444418709999,0.18042197030615378,0.16343958046775006,0.016982389838403722
00934,9,8,9,-1,0,1,0,0.45322459901999995,0.660039079149,0.206814480129,0.19510633607990172,0.26812480286525026,0.07301846678534854
00935,9,6,7,-3,-2,3,2,0.45379590645799994,0.4916347224878,0.03783881602980005,0.19188729416152958,0.16185331275875015,0.030033981402779436
00936,9,6,7,-3,-2,3,2,0.467358930957,0.5196091330129999,0.05225020205599995,0.18816864277756984,0.23530579609399974,0.0471371533164299
00937,9,7,9,-2,0,2,0,0.41860749288,0.5806129604810001,0.1620054676010001,0.18992066670540603,0.2411002721339996,0.051179605428593566
00938,9,4,9,-5,0,5,0,0.43757266056399996,0.36890852186699996,0.068664138697,0.19558955692109253,0.20434890477099998,0.00875934784990745
00939,9,6,9,-3,0,3,0,0.44886523540699996,0.507507384534,0.058642149127000054,0.1954075041890334,0.2538602457507499,0.05845274156171648
00940,9,6,9,-3,0,3,0,0.46932889931199995,0.638204649583,0.1688757502710001,0.20326461128304563,0.19226347968975036,0.011001131593295271
00941,9,5,9,-4,0,4,0,0.4759382989769999,0.55182080281,0.0758825038330001,0.19501712067902033,0.19616954149075028,0.0011524208117299484
00942,9,6,9,-3,0,3,0,0.47701818194199996,0.495435779353,0.01841759741100002,0.19983555116093,0.22488473949374987,0.025049188332819883
00943,9,3,8,-6,-1,6,1,0.484604431745,0.347968719527,0.13663571221800003,0.21305387036191503,0.2250757594640001,0.01202188910208507
00944,10,4,12,-6,2,6,2,0.494356126398,0.601827097221,0.10747097082300006,0.21290533469128298,0.2324955301217497,0.019590195430466723
00945,10,7,9,-3,-1,3,1,0.492846401239,0.5435489808432,0.05070257960420005,0.22576871522258765,0.19821627864975055,0.027552436572837097
00946,10,9,9,-1,-1,1,1,0.49465901816900004,0.9024947238450001,0.407835705676,0.23508101684663882,0.2255531570319994,0.009527859814639411
00947,10,8,12,-2,2,2,2,0.44157881297400003,0.671220147968,0.22964133499399997,0.23157624367499524,0.2739693729115,0.042393129236504734
00948,9,9,8,0,-1,0,1,0.452094293615,0.650624432047,0.19853013843200007,0.22036338357267082,0.14168860651174983,0.07867477706092099
00949,10,7,9,-3,-1,3,1,0.453640237554,0.523900973145,0.07026073559099993,0.22680796858743169,0.27996750077800014,0.05315953219056846
00950,10,8,10,-2,0,2,0,0.45468231790299996,0.5507968133719999,0.09611449546899997,0.22898533359135415,0.24244785017275006,0.013462516581395911
00951,10,8,9,-2,-1,2,1,0.46064271866300005,0.609608180543,0.14896546187999998,0.2245047261572454,0.2851343986997505,0.06062967254250509
00952,10,7,7,-3,-3,3,3,0.475524384767,0.46442982360300006,0.011094561163999928,0.21857542217233747,0.20050979826924994,0.018065623903087524
00953,10,8,9,-2,-1,2,1,0.487394548875,0.5769949916670001,0.08960044279200008,0.2272714112529689,0.22202031154549978,0.00525109970746912
00954,10,6,9,-4,-1,4,1,0.48519202832800007,0.466428455168,0.018763573160000047,0.20073880918768292,0.2286653378465005,0.02792652865881759
00955,10,6,6,-4,-4,4,4,0.499715437733,0.465499530343,0.03421590738999997,0.21014202417850814,0.18487188506599977,0.02527013911250836
00956,10,9,7,-1,-3,1,3,0.485873584252,0.647393493371,0.16151990911900005,0.2112897867814474,0.20477655399275002,0.006513232788697365
00957,10,8,9,-2,-1,2,1,0.49344489499900007,0.7100200618429999,0.21657516684399986,0.21289737581976742,0.25626083724400023,0.04336346142423281
00958,10,7,8,-3,-2,3,2,0.5061584290210001,0.638434530917,0.13227610189599992,0.22114896871988488,0.31577264887599965,0.09462368015611478
00959,11,8,8,-3,-3,3,3,0.511888925442,0.624873000194,0.11298407475200001,0.23994044400712627,0.24083765572899962,0.0008972117218733477
00960,11,6,8,-5,-3,5,3,0.518619049255,0.44484060090000005,0.07377844835499997,0.21439838841085274,0.2602667295127504,0.04586834110189769
00961,11,7,8,-4,-3,4,3,0.46428721850200005,0.508772939088,0.04448572058599998,0.22245611102368418,0.23073978082299965,0.008283669799315468
00962,10,5,8,-5,-2,5,2,0.483807040634,0.367888920602,0.11591812003199997,0.2146515709173235,0.21458772422074962,6.38466965738882e-05
00963,10,8,8,-2,-2,2,2,0.47624877361100004,0.536093326199,0.05984455258799992,0.22326123567471085,0.21374133489424996,0.009519900780460888
00964,10,8,8,-2,-2,2,2,0.466904489295,0.41236272793,0.054541761365,0.23364294037355524,0.21638009791574983,0.017262842457805405
00965,10,6,6,-4,-4,4,4,0.43966758166200004,0.383400406182,0.05626717548000004,0.2309973009544923,0.1637782368924998,0.06721906406199252
00966,11,7,11,-4,0,4,0,0.4550694207009999,0.61417794905,0.15910852834900008,0.23324556169073712,0.29267786979150023,0.05943230810076311
00967,11,8,6,-3,-5,3,5,0.47250763615799996,0.589890958053,0.117383321895,0.23233458740985147,0.176805505643,0.05552908176685148
00968,10,8,8,-2,-2,2,2,0.440680120396,0.8006782377629998,0.3599981173669998,0.23681858010402113,0.2373068346342499,0.0004882545302287711
00969,10,7,7,-3,-3,3,3,0.445208323834,0.5781124829100001,0.13290415907600006,0.2302481184299593,0.18820317552100002,0.04204494290895927
00970,11,7,9,-4,-2,4,2,0.449060155588,0.546713660644,0.09765350505599996,0.22965687821452596,0.20694652742899958,0.022710350785526384
00971,11,10,9,-1,-2,1,2,0.479755039803,0.7395682079631999,0.2598131681601999,0.23882812774678094,0.2299868561657506,0.008841271581030347
00972,11,9,7,-2,-4,2,4,0.49862378379399996,0.5759808748014,0.07735709100740007,0.23487943880895226,0.2101629535584996,0.02471648525045267
00973,11,9,9,-2,-2,2,2,0.4726760332620001,0.699135866452,0.2264598331899999,0.23546513631136592,0.23809654132025015,0.00263140500888423
00974,11,8,7,-3,-4,3,4,0.4795050504909999,0.55170452017,0.07219946967900015,0.23415267700732284,0.22257373490124982,0.01157894210607302
00975,11,10,8,-1,-3,1,3,0.487792431499,0.8561941353129999,0.36840170381399995,0.24730010637156302,0.2406249403677499,0.006675166003813127
00976,11,7,9,-4,-2,4,2,0.495419823537,0.561735704694,0.06631588115700005,0.22903308291239302,0.2696026763012497,0.040569593388856656
00977,13,7,8,-6,-5,6,5,0.49976695867200005,0.5572635122039999,0.057496553531999894,0.2520577754047775,0.21827893133850032,0.03377884406627715
00978,12,8,9,-4,-3,4,3,0.5031908825289999,0.671083122762,0.1678922402330001,0.23117669759172133,0.23966135964124916,0.00848466204952783
00979,13,8,7,-5,-6,5,6,0.43225980332499997,0.698328250826,0.26606844750100006,0.24061559486410583,0.24087028177149988,0.00025468690739405275
00980,13,8,7,-5,-6,5,6,0.442972343548,0.622780074558,0.17980773100999997,0.24412664328419634,0.22929479531550018,0.01483184796869616
00981,11,9,7,-2,-4,2,4,0.45005633230899994,0.7970945016190001,0.34703816931000014,0.22860146467444153,0.21967887612799947,0.008922588546442067
00982,10,8,8,-2,-2,2,2,0.45230621868099996,0.6596381803210001,0.20733196164000012,0.2255278271260881,0.2066577953122501,0.018870031813838006
00983,10,10,8,0,-2,0,2,0.459369527279,0.8555634602400001,0.3961939329610001,0.22839482358253543,0.2693576106779998,0.04096278709546436
00984,11,8,6,-3,-5,3,5,0.47437637712999997,0.6875462756359999,0.21316989850599993,0.23452715171527055,0.1929600543400001,0.04156709737527045
00985,13,7,8,-6,-5,6,5,0.47227815355299996,0.6316645361040001,0.15938638255100013,0.23499951665264646,0.23467653550099984,0.0003229811516466119
00986,10,7,8,-3,-2,3,2,0.47193304862399993,0.687143106962,0.21521005833800005,0.23030020420570235,0.21848302578375053,0.011817178421951818
00987,10,8,11,-2,1,2,1,0.48302362454500003,0.7380967228699999,0.2550730983249999,0.22383536059363493,0.2772742134504995,0.05343885285686459
00988,10,7,8,-3,-2,3,2,0.484343920529,0.681938737152,0.19759481662300005,0.22347849089507826,0.17508259930574938,0.04839589158932889
00989,10,8,10,-2,0,2,0,0.47684598207,0.7792738719000001,0.3024278898300001,0.22571687124130496,0.2528994118067502,0.027182540565445223
00990,10,7,9,-3,-1,3,1,0.480047360203,0.6975878687560001,0.2175405085530001,0.22381559340898732,0.2465842539932498,0.022768660584262468
00991,10,7,9,-3,-1,3,1,0.48277641561500007,0.692341056533,0.20956464091799998,0.22933280484169893,0.22202471970250034,0.007308085139198589
00992,10,7,6,-3,-4,3,4,0.482083552592,0.663339246169,0.181255693577,0.22544608613255748,0.16338961397349985,0.06205647215905763
00993,10,7,6,-3,-4,3,4,0.482260602792,0.6722479389760001,0.1899873361840001,0.22826509523432628,0.16670567882000026,0.061559416414326024
00994,10,6,7,-4,-3,4,3,0.492261015108,0.6328803586889999,0.14061934358099992,0.23007016883999895,0.21016940486299976,0.019900763976999192
00995,11,9,7,-2,-4,2,4,0.506978647699,0.962326950046,0.45534830234699997,0.246395161747164,0.18345043584674997,0.06294472590041403
00996,10,7,8,-3,-2,3,2,0.5074158717130001,0.82860054742,0.32118467570699993,0.2257207298539071,0.24728077638750043,0.021560046533593336
00997,10,5,9,-5,-1,5,1,0.502820000597,0.5285320329519999,0.02571203235499986,0.23438416368653828,0.2577930881982501,0.02340892451171181
00998,9,6,9,-3,0,3,0,0.510300526506,0.665855176025,0.155554649519,0.23142095872403595,0.2276084804737506,0.003812478250285356
00999,9,6,9,-3,0,3,0,0.509769096989,0.600580601915,0.09081150492599999,0.23237147787197987,0.23156893376800003,0.0008025441039798409
01000,9,5,10,-4,1,4,1,0.509545451567,0.503804007047,0.0057414445200000275,0.2300412328597217,0.24243269679099982,0.01239146393127813
01001,9,6,9,-3,0,3,0,0.46642551307800006,0.5881282021500001,0.12170268907199999,0.22653766687190627,0.21716789166849979,0.009369775203406483
01002,10,5,9,-5,-1,5,1,0.46573435935199997,0.5099599799219999,0.04422562056999996,0.2257783590583307,0.21903005373674983,0.006748305321580883
01003,10,5,9,-5,-1,5,1,0.452229429687,0.502738085104,0.050508655417000003,0.2254711638801895,0.2235416279537495,0.001929535926440018
01004,9,4,8,-5,-1,5,1,0.4554874103199999,0.395472525859,0.060014884460999895,0.22064284466247422,0.2151389710077496,0.005503873654724628
01005,10,4,9,-6,-1,6,1,0.424446296765,0.38364965007199997,0.04079664669300004,0.21784384878718627,0.23430112708324988,0.01645727829606361
01006,9,7,8,-2,-1,2,1,0.42803610525,0.6687723054739999,0.24073620022399989,0.2107988506392459,0.20923605816049992,0.0015627924787459668
01007,10,5,8,-5,-2,5,2,0.424969025661,0.442353031793,0.01738400613200003,0.21330680774141678,0.20546213437275004,0.007844673368666732
