frame_index,count,mask_occupancy,count_delta,status,events
535,0,0.0,0,ALERT,EMPTY_SCENE
536,0,0.0,0,ALERT,EMPTY_SCENE
537,0,0.0,0,ALERT,EMPTY_SCENE
538,0,0.0,0,ALERT,EMPTY_SCENE
539,0,0.0,0,ALERT,EMPTY_SCENE
540,0,0.0,0,ALERT,EMPTY_SCENE
541,0,0.0,0,ALERT,EMPTY_SCENE
542,0,0.0,0,ALERT,EMPTY_SCENE
543,0,0.0,0,ALERT,EMPTY_SCENE
544,0,0.0,0,ALERT,EMPTY_SCENE
545,0,0.0,0,ALERT,EMPTY_SCENE
546,0,0.0,0,ALERT,EMPTY_SCENE
547,0,0.0,0,ALERT,EMPTY_SCENE
548,0,0.0,0,ALERT,EMPTY_SCENE
549,0,0.0,0,ALERT,EMPTY_SCENE
550,0,0.0,0,ALERT,EMPTY_SCENE
551,0,0.0,0,ALERT,EMPTY_SCENE
552,0,0.0,0,ALERT,EMPTY_SCENE
553,0,0.0,0,ALERT,EMPTY_SCENE
554,0,0.0,0,ALERT,EMPTY_SCENE
555,0,0.0,0,ALERT,EMPTY_SCENE
556,0,0.0,0,ALERT,EMPTY_SCENE
557,0,0.0,0,ALERT,EMPTY_SCENE
558,0,0.0,0,ALERT,EMPTY_SCENE
559,0,0.0,0,ALERT,EMPTY_SCENE
560,0,0.0,0,ALERT,EMPTY_SCENE
561,0,0.0,0,ALERT,EMPTY_SCENE
562,0,0.0,0,ALERT,EMPTY_SCENE
563,0,0.0,0,ALERT,EMPTY_SCENE
564,0,0.0,0,ALERT,EMPTY_SCENE
565,0,0.0,0,ALERT,EMPTY_SCENE
566,0,0.0,0,ALERT,EMPTY_SCENE
567,0,0.0,0,ALERT,EMPTY_SCENE
568,0,0.0,0,ALERT,EMPTY_SCENE
569,0,0.0,0,ALERT,EMPTY_SCENE
570,0,0.0,0,ALERT,EMPTY_SCENE
571,0,0.0,0,ALERT,EMPTY_SCENE
572,0,0.0,0,ALERT,EMPTY_SCENE
573,0,0.0,0,ALERT,EMPTY_SCENE
574,0,0.0,0,ALERT,EMPTY_SCENE
575,0,0.0,0,ALERT,EMPTY_SCENE
576,0,0.0,0,ALERT,EMPTY_SCENE
577,0,0.0,0,ALERT,EMPTY_SCENE
578,0,0.0,0,ALERT,EMPTY_SCENE
579,0,0.0,0,ALERT,EMPTY_SCENE
580,0,0.0,0,ALERT,EMPTY_SCENE
581,0,0.0,0,ALERT,EMPTY_SCENE
582,0,0.0,0,ALERT,EMPTY_SCENE
583,0,0.0,0,ALERT,EMPTY_SCENE
584,0,0.0,0,ALERT,EMPTY_SCENE
585,0,0.0,0,ALERT,EMPTY_SCENE
586,0,0.0,0,ALERT,EMPTY_SCENE
587,0,0.0,0,ALERT,EMPTY_SCENE
588,0,0.0,0,ALERT,EMPTY_SCENE
589,0,0.0,0,ALERT,EMPTY_SCENE
590,0,0.0,0,ALERT,EMPTY_SCENE
591,0,0.0,0,ALERT,EMPTY_SCENE
592,0,0.0,0,ALERT,EMPTY_SCENE
593,0,0.0,0,ALERT,EMPTY_SCENE
594,0,0.0,0,ALERT,EMPTY_SCENE
595,0,0.0,0,ALERT,EMPTY_SCENE
596,0,0.0,0,ALERT,EMPTY_SCENE
597,0,0.0,0,ALERT,EMPTY_SCENE
598,0,0.0,0,ALERT,EMPTY_SCENE
599,0,0.0,0,ALERT,EMPTY_SCENE
600,0,0.0,0,ALERT,EMPTY_SCENE
601,0,0.0,0,ALERT,EMPTY_SCENE
602,0,0.0,0,ALERT,EMPTY_SCENE
603,0,0.0,0,ALERT,EMPTY_SCENE
604,0,0.0,0,ALERT,EMPTY_SCENE
605,0,0.0,0,ALERT,EMPTY_SCENE
606,0,0.0,0,ALERT,EMPTY_SCENE
607,0,0.0,0,ALERT,EMPTY_SCENE
608,0,0.0,0,ALERT,EMPTY_SCENE
609,0,0.0,0,ALERT,EMPTY_SCENE
610,0,0.0,0,ALERT,EMPTY_SCENE
611,0,0.0,0,ALERT,EMPTY_SCENE
612,0,0.0,0,ALERT,EMPTY_SCENE
613,0,0.0,0,ALERT,EMPTY_SCENE
614,0,0.0,0,ALERT,EMPTY_SCENE
615,0,0.0,0,ALERT,EMPTY_SCENE
616,0,0.0,0,ALERT,EMPTY_SCENE
617,0,0.0,0,ALERT,EMPTY_SCENE
618,0,0.0,0,ALERT,EMPTY_SCENE
619,0,0.0,0,ALERT,EMPTY_SCENE
620,0,0.0,0,ALERT,EMPTY_SCENE
621,0,0.0,0,ALERT,EMPTY_SCENE
622,0,0.0,0,ALERT,EMPTY_SCENE
623,0,0.0,0,ALERT,EMPTY_SCENE
624,0,0.0,0,ALERT,EMPTY_SCENE
625,0,0.0,0,ALERT,EMPTY_SCENE
626,0,0.0,0,ALERT,EMPTY_SCENE
627,0,0.0,0,ALERT,EMPTY_SCENE
628,0,0.0,0,ALERT,EMPTY_SCENE
629,0,0.0,0,ALERT,EMPTY_SCENE
630,0,0.0,0,ALERT,EMPTY_SCENE
631,0,0.0,0,ALERT,EMPTY_SCENE
632,0,0.0,0,ALERT,EMPTY_SCENE
633,0,0.0,0,ALERT,EMPTY_SCENE
634,0,0.0,0,ALERT,EMPTY_SCENE
635,0,0.0,0,ALERT,EMPTY_SCENE
636,0,0.0,0,ALERT,EMPTY_SCENE
637,0,0.0,0,ALERT,EMPTY_SCENE
638,0,0.0,0,ALERT,EMPTY_SCENE
639,0,0.0,0,ALERT,EMPTY_SCENE
640,0,0.0,0,ALERT,EMPTY_SCENE
641,0,0.0,0,ALERT,EMPTY_SCENE
642,0,0.0,0,ALERT,EMPTY_SCENE
643,0,0.0,0,ALERT,EMPTY_SCENE
644,0,0.0,0,ALERT,EMPTY_SCENE
645,0,0.0,0,ALERT,EMPTY_SCENE
646,0,0.0,0,ALERT,EMPTY_SCENE
647,0,0.0,0,ALERT,EMPTY_SCENE
648,0,0.0,0,ALERT,EMPTY_SCENE
649,0,0.0,0,ALERT,EMPTY_SCENE
650,0,0.0,0,ALERT,EMPTY_SCENE
651,0,0.0,0,ALERT,EMPTY_SCENE
652,0,0.0,0,ALERT,EMPTY_SCENE
653,0,0.0,0,ALERT,EMPTY_SCENE
654,0,0.0,0,ALERT,EMPTY_SCENE
655,0,0.0,0,ALERT,EMPTY_SCENE
656,0,0.0,0,ALERT,EMPTY_SCENE
657,0,0.0,0,ALERT,EMPTY_SCENE
658,0,0.0,0,ALERT,EMPTY_SCENE
659,0,0.0,0,ALERT,EMPTY_SCENE
660,0,0.0,0,ALERT,EMPTY_SCENE
661,0,0.0,0,ALERT,EMPTY_SCENE
662,0,0.0,0,ALERT,EMPTY_SCENE
663,0,0.0,0,ALERT,EMPTY_SCENE
664,0,0.0,0,ALERT,EMPTY_SCENE
665,0,0.0,0,ALERT,EMPTY_SCENE
666,0,0.0,0,ALERT,EMPTY_SCENE
667,0,0.0,0,ALERT,EMPTY_SCENE
668,0,0.0,0,ALERT,EMPTY_SCENE
669,0,0.0,0,ALERT,EMPTY_SCENE
670,0,0.0,0,ALERT,EMPTY_SCENE
671,0,0.0,0,ALERT,EMPTY_SCENE
672,0,0.0,0,ALERT,EMPTY_SCENE
673,0,0.0,0,ALERT,EMPTY_SCENE
674,0,0.0,0,ALERT,EMPTY_SCENE
675,0,0.0,0,ALERT,EMPTY_SCENE
676,0,0.0,0,ALERT,EMPTY_SCENE
677,0,0.0,0,ALERT,EMPTY_SCENE
678,0,0.0,0,ALERT,EMPTY_SCENE
679,0,0.0,0,ALERT,EMPTY_SCENE
680,0,0.0,0,ALERT,EMPTY_SCENE
681,0,0.0,0,ALERT,EMPTY_SCENE
682,0,0.0,0,ALERT,EMPTY_SCENE
683,0,0.0,0,ALERT,EMPTY_SCENE
684,0,0.0,0,ALERT,EMPTY_SCENE
685,0,0.0,0,ALERT,EMPTY_SCENE
686,0,0.0,0,ALERT,EMPTY_SCENE
687,0,0.0,0,ALERT,EMPTY_SCENE
688,0,0.0,0,ALERT,EMPTY_SCENE
689,0,0.0,0,ALERT,EMPTY_SCENE
690,0,0.0,0,ALERT,EMPTY_SCENE
691,0,0.0,0,ALERT,EMPTY_SCENE
692,0,0.0,0,ALERT,EMPTY_SCENE
693,0,0.0,0,ALERT,EMPTY_SCENE
694,0,0.0,0,ALERT,EMPTY_SCENE
695,0,0.0,0,ALERT,EMPTY_SCENE
696,0,0.0,0,ALERT,EMPTY_SCENE
697,0,0.0,0,ALERT,EMPTY_SCENE
698,0,0.0,0,ALERT,EMPTY_SCENE
699,0,0.0,0,ALERT,EMPTY_SCENE
700,0,0.0,0,ALERT,EMPTY_SCENE
701,0,0.0,0,ALERT,EMPTY_SCENE
702,0,0.0,0,ALERT,EMPTY_SCENE
703,0,0.0,0,ALERT,EMPTY_SCENE
704,0,0.0,0,ALERT,EMPTY_SCENE
705,0,0.0,0,ALERT,EMPTY_SCENE
706,0,0.0,0,ALERT,EMPTY_SCENE
707,0,0.0,0,ALERT,EMPTY_SCENE
708,0,0.0,0,ALERT,EMPTY_SCENE
709,0,0.0,0,ALERT,EMPTY_SCENE
710,0,0.0,0,ALERT,EMPTY_SCENE
711,0,0.0,0,ALERT,EMPTY_SCENE
712,0,0.0,0,ALERT,EMPTY_SCENE
713,0,0.0,0,ALERT,EMPTY_SCENE
714,0,0.0,0,ALERT,EMPTY_SCENE
715,0,0.0,0,ALERT,EMPTY_SCENE
716,0,0.0,0,ALERT,EMPTY_SCENE
717,0,0.0,0,ALERT,EMPTY_SCENE
718,0,0.0,0,ALERT,EMPTY_SCENE
719,0,0.0,0,ALERT,EMPTY_SCENE
720,0,0.0,0,ALERT,EMPTY_SCENE
721,0,0.0,0,ALERT,EMPTY_SCENE
722,0,0.0,0,ALERT,EMPTY_SCENE
723,0,0.0,0,ALERT,EMPTY_SCENE
724,0,0.0,0,ALERT,EMPTY_SCENE
725,0,0.0,0,ALERT,EMPTY_SCENE
726,0,0.0,0,ALERT,EMPTY_SCENE
727,0,0.0,0,ALERT,EMPTY_SCENE
728,0,0.0,0,ALERT,EMPTY_SCENE
729,0,0.0,0,ALERT,EMPTY_SCENE
730,0,0.0,0,ALERT,EMPTY_SCENE
731,0,0.0,0,ALERT,EMPTY_SCENE
732,0,0.0,0,ALERT,EMPTY_SCENE
733,0,0.0,0,ALERT,EMPTY_SCENE
734,0,0.0,0,ALERT,EMPTY_SCENE
735,0,0.0,0,ALERT,EMPTY_SCENE
736,0,0.0,0,ALERT,EMPTY_SCENE
737,0,0.0,0,ALERT,EMPTY_SCENE
738,0,0.0,0,ALERT,EMPTY_SCENE
739,0,0.0,0,ALERT,EMPTY_SCENE
740,0,0.0,0,ALERT,EMPTY_SCENE
741,0,0.0,0,ALERT,EMPTY_SCENE
742,0,0.0,0,ALERT,EMPTY_SCENE
743,0,0.0,0,ALERT,EMPTY_SCENE
744,0,0.0,0,ALERT,EMPTY_SCENE
745,0,0.0,0,ALERT,EMPTY_SCENE
746,0,0.0,0,ALERT,EMPTY_SCENE
747,0,0.0,0,ALERT,EMPTY_SCENE
748,0,0.0,0,ALERT,EMPTY_SCENE
749,0,0.0,0,ALERT,EMPTY_SCENE
750,0,0.0,0,ALERT,EMPTY_SCENE
751,0,0.0,0,ALERT,EMPTY_SCENE
752,0,0.0,0,ALERT,EMPTY_SCENE
753,0,0.0,0,ALERT,EMPTY_SCENE
754,0,0.0,0,ALERT,EMPTY_SCENE
755,0,0.0,0,ALERT,EMPTY_SCENE
756,0,0.0,0,ALERT,EMPTY_SCENE
757,0,0.0,0,ALERT,EMPTY_SCENE
758,0,0.0,0,ALERT,EMPTY_SCENE
759,0,0.0,0,ALERT,EMPTY_SCENE
760,0,0.0,0,ALERT,EMPTY_SCENE
761,0,0.0,0,ALERT,EMPTY_SCENE
762,0,0.0,0,ALERT,EMPTY_SCENE
763,0,0.0,0,ALERT,EMPTY_SCENE
764,0,0.0,0,ALERT,EMPTY_SCENE
765,0,0.0,0,ALERT,EMPTY_SCENE
766,0,0.0,0,ALERT,EMPTY_SCENE
767,0,0.0,0,ALERT,EMPTY_SCENE
768,0,0.0,0,ALERT,EMPTY_SCENE
769,0,0.0,0,ALERT,EMPTY_SCENE
770,0,0.0,0,ALERT,EMPTY_SCENE
771,0,0.0,0,ALERT,EMPTY_SCENE
772,0,0.0,0,ALERT,EMPTY_SCENE
773,0,0.0,0,ALERT,EMPTY_SCENE
774,0,0.0,0,ALERT,EMPTY_SCENE
775,0,0.0,0,ALERT,EMPTY_SCENE
776,0,0.0,0,ALERT,EMPTY_SCENE
777,0,0.0,0,ALERT,EMPTY_SCENE
778,0,0.0,0,ALERT,EMPTY_SCENE
779,0,0.0,0,ALERT,EMPTY_SCENE
780,0,0.0,0,ALERT,EMPTY_SCENE
781,0,0.0,0,ALERT,EMPTY_SCENE
782,0,0.0,0,ALERT,EMPTY_SCENE
783,0,0.0,0,ALERT,EMPTY_SCENE
784,0,0.0,0,ALERT,EMPTY_SCENE
785,0,0.0,0,ALERT,EMPTY_SCENE
786,0,0.0,0,ALERT,EMPTY_SCENE
787,0,0.0,0,ALERT,EMPTY_SCENE
788,0,0.0,0,ALERT,EMPTY_SCENE
789,0,0.0,0,ALERT,EMPTY_SCENE
790,0,0.0,0,ALERT,EMPTY_SCENE
791,0,0.0,0,ALERT,EMPTY_SCENE
792,0,0.0,0,ALERT,EMPTY_SCENE
793,0,0.0,0,ALERT,EMPTY_SCENE
794,0,0.0,0,ALERT,EMPTY_SCENE
795,0,0.0,0,ALERT,EMPTY_SCENE
796,0,0.0,0,ALERT,EMPTY_SCENE
797,0,0.0,0,ALERT,EMPTY_SCENE
798,0,0.0,0,ALERT,EMPTY_SCENE
799,0,0.0,0,ALERT,EMPTY_SCENE
800,0,0.0,0,ALERT,EMPTY_SCENE
801,0,0.0,0,ALERT,EMPTY_SCENE
802,0,0.0,0,ALERT,EMPTY_SCENE
803,0,0.0,0,ALERT,EMPTY_SCENE
804,0,0.0,0,ALERT,EMPTY_SCENE
805,0,0.0,0,ALERT,EMPTY_SCENE
806,0,0.0,0,ALERT,EMPTY_SCENE
807,0,0.0,0,ALERT,EMPTY_SCENE
808,0,0.0,0,ALERT,EMPTY_SCENE
809,0,0.0,0,ALERT,EMPTY_SCENE
810,0,0.0,0,ALERT,EMPTY_SCENE
811,0,0.0,0,ALERT,EMPTY_SCENE
812,0,0.0,0,ALERT,EMPTY_SCENE
813,0,0.0,0,ALERT,EMPTY_SCENE
814,0,0.0,0,ALERT,EMPTY_SCENE
815,0,0.0,0,ALERT,EMPTY_SCENE
816,0,0.0,0,ALERT,EMPTY_SCENE
817,0,0.0,0,ALERT,EMPTY_SCENE
818,0,0.0,0,ALERT,EMPTY_SCENE
819,0,0.0,0,ALERT,EMPTY_SCENE
820,0,0.0,0,ALERT,EMPTY_SCENE
821,0,0.0,0,ALERT,EMPTY_SCENE
822,0,0.0,0,ALERT,EMPTY_SCENE
823,0,0.0,0,ALERT,EMPTY_SCENE
824,0,0.0,0,ALERT,EMPTY_SCENE
825,0,0.0,0,ALERT,EMPTY_SCENE
826,0,0.0,0,ALERT,EMPTY_SCENE
827,0,0.0,0,ALERT,EMPTY_SCENE
828,0,0.0,0,ALERT,EMPTY_SCENE
829,0,0.0,0,ALERT,EMPTY_SCENE
830,0,0.0,0,ALERT,EMPTY_SCENE
831,0,0.0,0,ALERT,EMPTY_SCENE
832,0,0.0,0,ALERT,EMPTY_SCENE
833,0,0.0,0,ALERT,EMPTY_SCENE
834,0,0.0,0,ALERT,EMPTY_SCENE
835,0,0.0,0,ALERT,EMPTY_SCENE
836,0,0.0,0,ALERT,EMPTY_SCENE
837,0,0.0,0,ALERT,EMPTY_SCENE
838,0,0.0,0,ALERT,EMPTY_SCENE
839,0,0.0,0,ALERT,EMPTY_SCENE
840,0,0.0,0,ALERT,EMPTY_SCENE
841,0,0.0,0,ALERT,EMPTY_SCENE
842,0,0.0,0,ALERT,EMPTY_SCENE
843,0,0.0,0,ALERT,EMPTY_SCENE
844,0,0.0,0,ALERT,EMPTY_SCENE
845,0,0.0,0,ALERT,EMPTY_SCENE
846,0,0.0,0,ALERT,EMPTY_SCENE
847,0,0.0,0,ALERT,EMPTY_SCENE
848,0,0.0,0,ALERT,EMPTY_SCENE
849,0,0.0,0,ALERT,EMPTY_SCENE
850,0,0.0,0,ALERT,EMPTY_SCENE
851,0,0.0,0,ALERT,EMPTY_SCENE
852,0,0.0,0,ALERT,EMPTY_SCENE
853,0,0.0,0,ALERT,EMPTY_SCENE
854,0,0.0,0,ALERT,EMPTY_SCENE
855,0,0.0,0,ALERT,EMPTY_SCENE
856,0,0.0,0,ALERT,EMPTY_SCENE
857,0,0.0,0,ALERT,EMPTY_SCENE
858,0,0.0,0,ALERT,EMPTY_SCENE
859,0,0.0,0,ALERT,EMPTY_SCENE
860,0,0.0,0,ALERT,EMPTY_SCENE
861,0,0.0,0,ALERT,EMPTY_SCENE
862,0,0.0,0,ALERT,EMPTY_SCENE
863,0,0.0,0,ALERT,EMPTY_SCENE
864,0,0.0,0,ALERT,EMPTY_SCENE
865,0,0.0,0,ALERT,EMPTY_SCENE
866,0,0.0,0,ALERT,EMPTY_SCENE
867,0,0.0,0,ALERT,EMPTY_SCENE
868,0,0.0,0,ALERT,EMPTY_SCENE
869,0,0.0,0,ALERT,EMPTY_SCENE
870,0,0.0,0,ALERT,EMPTY_SCENE
871,0,0.0,0,ALERT,EMPTY_SCENE
872,0,0.0,0,ALERT,EMPTY_SCENE
873,0,0.0,0,ALERT,EMPTY_SCENE
874,0,0.0,0,ALERT,EMPTY_SCENE
875,0,0.0,0,ALERT,EMPTY_SCENE
876,0,0.0,0,ALERT,EMPTY_SCENE
877,0,0.0,0,ALERT,EMPTY_SCENE
878,0,0.0,0,ALERT,EMPTY_SCENE
879,0,0.0,0,ALERT,EMPTY_SCENE
880,0,0.0,0,ALERT,EMPTY_SCENE
881,0,0.0,0,ALERT,EMPTY_SCENE
882,0,0.0,0,ALERT,EMPTY_SCENE
883,0,0.0,0,ALERT,EMPTY_SCENE
884,1,0.003949652777777775,1,NORMAL,
885,1,0.004945746527777781,0,NORMAL,
886,1,0.005601128472222222,0,NORMAL,
887,1,0.0057161458333333404,0,NORMAL,
888,1,0.006308593750000006,0,NORMAL,
889,1,0.0033832465277777862,0,NORMAL,
890,0,0.0,-1,ALERT,EMPTY_SCENE
891,1,0.003856336805555572,1,NORMAL,
892,1,0.004398871527777799,0,NORMAL,
893,3,0.014134114583333333,2,NORMAL,
894,1,0.006460503472222209,-2,NORMAL,
895,1,0.008315972222222249,0,NORMAL,
896,2,0.018704427083333315,1,NORMAL,
897,3,0.01749782986111113,1,NORMAL,
898,2,0.016855468749999995,-1,NORMAL,
899,3,0.02597656250000012,1,NORMAL,
900,2,0.014392361111111087,-1,NORMAL,
901,3,0.037473958333333376,1,NORMAL,
902,3,0.03306857638888886,0,NORMAL,
903,2,0.024698350694444402,-1,NORMAL,
904,2,0.03339409722222223,0,NORMAL,
905,2,0.03855468749999982,0,NORMAL,
906,3,0.047825520833333586,1,NORMAL,
907,3,0.053472222222222296,0,NORMAL,
908,2,0.06137152777777784,-1,NORMAL,
909,4,0.06025390624999991,2,NORMAL,
910,3,0.08632595486111123,-1,NORMAL,
911,4,0.09399739583333344,1,NORMAL,
912,3,0.10915364583333333,-1,NORMAL,
913,4,0.09638454861111084,1,NORMAL,
914,6,0.11130425347222232,2,NORMAL,
915,4,0.09233506944444442,-2,NORMAL,
916,5,0.11661458333333308,1,NORMAL,
917,3,0.09855902777777793,-2,NORMAL,
918,4,0.11929470486111138,1,NORMAL,
919,4,0.11152777777777803,0,NORMAL,
920,4,0.10087239583333318,0,NORMAL,
921,5,0.13754123263888896,1,NORMAL,
922,3,0.10981987847222194,-2,NORMAL,
923,5,0.15014539930555537,2,NORMAL,
924,6,0.1640603298611111,1,NORMAL,
925,6,0.167758246527778,0,NORMAL,
926,7,0.17917751736111098,1,NORMAL,
927,5,0.1591601562500003,-2,NORMAL,
928,7,0.17887152777777784,2,NORMAL,
929,5,0.14539496527777762,-2,NORMAL,
930,8,0.2848871527777777,3,ALERT,HIGH_OCCUPANCY
931,6,0.19727430555555542,-2,ALERT,HIGH_OCCUPANCY
932,7,0.17074218750000003,1,NORMAL,
933,9,0.2667491319444443,2,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
934,7,0.1599240451388888,-2,NORMAL,
935,6,0.17889539930555542,-1,NORMAL,
936,9,0.23021484374999981,3,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
937,10,0.25460720486111044,1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
938,9,0.2550694444444446,-1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
939,8,0.17897352430555585,-1,NORMAL,
940,9,0.19331814236111142,1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
941,9,0.22569010416666666,0,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
942,8,0.24991970486111162,-1,ALERT,HIGH_OCCUPANCY
943,11,0.2112348090277777,3,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
944,9,0.196616753472222,-2,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
945,9,0.22773437500000066,0,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
946,10,0.24719401041666728,1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
947,9,0.15342881944444456,-1,ALERT,HIGH_DENSITY
948,10,0.2689105902777779,1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
949,10,0.2425737847222213,0,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
950,9,0.28070312499999917,-1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
951,7,0.1969661458333335,-2,ALERT,HIGH_OCCUPANCY
952,10,0.2567187500000007,3,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
953,8,0.20521484374999965,-2,ALERT,HIGH_OCCUPANCY
954,6,0.1831662326388886,-2,ALERT,HIGH_OCCUPANCY
955,7,0.18717013888888892,1,ALERT,HIGH_OCCUPANCY
956,10,0.26952473958333323,3,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
957,6,0.23686414930555577,-4,ALERT,HIGH_OCCUPANCY;SUDDEN_COUNT_DECREASE
958,8,0.2393532986111109,2,ALERT,HIGH_OCCUPANCY
959,8,0.26079427083333273,0,ALERT,HIGH_OCCUPANCY
960,8,0.22756076388888896,0,ALERT,HIGH_OCCUPANCY
961,8,0.21486111111111134,0,ALERT,HIGH_OCCUPANCY
962,9,0.22753255208333234,1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
963,7,0.21424045138888823,-2,ALERT,HIGH_OCCUPANCY
964,7,0.19105468749999988,0,ALERT,HIGH_OCCUPANCY
965,9,0.23456597222222317,2,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
966,7,0.17907335069444466,-2,NORMAL,
967,8,0.23297526041666666,1,ALERT,HIGH_OCCUPANCY
968,6,0.17273437499999972,-2,NORMAL,
969,9,0.21305772569444315,3,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
970,7,0.18894748263888883,-2,ALERT,HIGH_OCCUPANCY
971,7,0.20323567708333334,0,ALERT,HIGH_OCCUPANCY
972,8,0.23200086805555528,1,ALERT,HIGH_OCCUPANCY
973,7,0.22605251736111165,-1,ALERT,HIGH_OCCUPANCY
974,9,0.26699869791666697,2,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
975,7,0.22402994791666708,-2,ALERT,HIGH_OCCUPANCY
976,7,0.21652777777777785,0,ALERT,HIGH_OCCUPANCY
977,10,0.2757291666666667,3,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
978,7,0.24220269097222244,-3,ALERT,HIGH_OCCUPANCY
979,7,0.2181684027777778,0,ALERT,HIGH_OCCUPANCY
980,6,0.18986111111111087,-1,ALERT,HIGH_OCCUPANCY
981,8,0.2097851562499996,2,ALERT,HIGH_OCCUPANCY
982,8,0.2636545138888885,0,ALERT,HIGH_OCCUPANCY
983,6,0.19590277777777831,-2,ALERT,HIGH_OCCUPANCY
984,8,0.23260416666666575,2,ALERT,HIGH_OCCUPANCY
985,10,0.3281401909722231,2,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
986,8,0.16618923611111086,-2,NORMAL,
987,6,0.15836154513888945,-2,NORMAL,
988,10,0.2504687499999999,4,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY;SUDDEN_COUNT_INCREASE
989,7,0.18966796875000025,-3,ALERT,HIGH_OCCUPANCY
990,9,0.20143663194444433,2,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
991,7,0.18785807291666626,-2,ALERT,HIGH_OCCUPANCY
992,7,0.20701388888888883,0,ALERT,HIGH_OCCUPANCY
993,7,0.20616319444444467,0,ALERT,HIGH_OCCUPANCY
994,7,0.22149739583333367,0,ALERT,HIGH_OCCUPANCY
995,8,0.24112847222222253,1,ALERT,HIGH_OCCUPANCY
996,9,0.2607921006944443,1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
997,9,0.22709418402777737,0,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
998,9,0.2297612847222222,0,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
999,8,0.21944010416666648,-1,ALERT,HIGH_OCCUPANCY
1000,8,0.21389105902777783,0,ALERT,HIGH_OCCUPANCY
1001,8,0.21779296875000037,0,ALERT,HIGH_OCCUPANCY
1002,8,0.22201605902777846,0,ALERT,HIGH_OCCUPANCY
1003,8,0.21457465277777787,0,ALERT,HIGH_OCCUPANCY
1004,9,0.23593750000000002,1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1005,9,0.22175347222222225,0,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1006,9,0.21665798611111042,0,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1007,7,0.17285156249999994,-2,NORMAL,
1008,6,0.16722005208333354,-1,NORMAL,
1009,7,0.15924262152777763,1,NORMAL,
1010,7,0.15177083333333316,0,NORMAL,
1011,9,0.21881076388888912,2,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1012,8,0.18214409722222197,-1,ALERT,HIGH_OCCUPANCY
1013,7,0.18998263888888908,-1,ALERT,HIGH_OCCUPANCY
1014,6,0.1816948784722223,-1,ALERT,HIGH_OCCUPANCY
1015,7,0.20541883680555567,1,ALERT,HIGH_OCCUPANCY
1016,8,0.20704644097222252,1,ALERT,HIGH_OCCUPANCY
1017,6,0.26654947916666666,-2,ALERT,HIGH_OCCUPANCY
1018,7,0.2086219618055556,1,ALERT,HIGH_OCCUPANCY
1019,7,0.18298828125000027,0,ALERT,HIGH_OCCUPANCY
1020,8,0.18368923611111104,1,ALERT,HIGH_OCCUPANCY
1021,8,0.19345052083333325,0,ALERT,HIGH_OCCUPANCY
1022,8,0.19364149305555514,0,ALERT,HIGH_OCCUPANCY
1023,8,0.19252604166666631,0,ALERT,HIGH_OCCUPANCY
1024,6,0.1891927083333332,-2,ALERT,HIGH_OCCUPANCY
1025,10,0.2338020833333335,4,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY;SUDDEN_COUNT_INCREASE
1026,10,0.2678233506944448,0,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1027,9,0.26335720486111147,-1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1028,9,0.21379774305555563,0,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1029,7,0.18845486111111173,-2,ALERT,HIGH_OCCUPANCY
1030,7,0.19095703124999985,0,ALERT,HIGH_OCCUPANCY
1031,8,0.26769314236111064,1,ALERT,HIGH_OCCUPANCY
1032,6,0.19518012152777803,-2,ALERT,HIGH_OCCUPANCY
