frame_index,event_type,count,mask_occupancy,count_delta
832,EMPTY_SCENE,0,0.0,0
833,EMPTY_SCENE,0,0.0,0
834,EMPTY_SCENE,0,0.0,0
835,EMPTY_SCENE,0,0.0,0
836,EMPTY_SCENE,0,0.0,0
837,EMPTY_SCENE,0,0.0,0
838,EMPTY_SCENE,0,0.0,0
839,EMPTY_SCENE,0,0.0,0
840,EMPTY_SCENE,0,0.0,0
841,EMPTY_SCENE,0,0.0,0
842,EMPTY_SCENE,0,0.0,0
843,EMPTY_SCENE,0,0.0,0
844,EMPTY_SCENE,0,0.0,0
845,EMPTY_SCENE,0,0.0,0
846,EMPTY_SCENE,0,0.0,0
847,EMPTY_SCENE,0,0.0,0
848,EMPTY_SCENE,0,0.0,0
849,EMPTY_SCENE,0,0.0,0
850,EMPTY_SCENE,0,0.0,0
851,EMPTY_SCENE,0,0.0,0
852,EMPTY_SCENE,0,0.0,0
853,EMPTY_SCENE,0,0.0,0
854,EMPTY_SCENE,0,0.0,0
855,EMPTY_SCENE,0,0.0,0
856,EMPTY_SCENE,0,0.0,0
857,EMPTY_SCENE,0,0.0,0
858,EMPTY_SCENE,0,0.0,0
859,EMPTY_SCENE,0,0.0,0
860,EMPTY_SCENE,0,0.0,0
861,EMPTY_SCENE,0,0.0,0
862,EMPTY_SCENE,0,0.0,0
863,EMPTY_SCENE,0,0.0,0
864,EMPTY_SCENE,0,0.0,0
865,EMPTY_SCENE,0,0.0,0
866,EMPTY_SCENE,0,0.0,0
867,EMPTY_SCENE,0,0.0,0
868,EMPTY_SCENE,0,0.0,0
869,EMPTY_SCENE,0,0.0,0
870,EMPTY_SCENE,0,0.0,0
871,EMPTY_SCENE,0,0.0,0
872,EMPTY_SCENE,0,0.0,0
873,EMPTY_SCENE,0,0.0,0
874,EMPTY_SCENE,0,0.0,0
875,EMPTY_SCENE,0,0.0,0
876,EMPTY_SCENE,0,0.0,0
877,EMPTY_SCENE,0,0.0,0
878,EMPTY_SCENE,0,0.0,0
879,EMPTY_SCENE,0,0.0,0
880,EMPTY_SCENE,0,0.0,0
881,EMPTY_SCENE,0,0.0,0
882,EMPTY_SCENE,0,0.0,0
883,EMPTY_SCENE,0,0.0,0
890,EMPTY_SCENE,0,0.0,-1
930,HIGH_OCCUPANCY,8,0.2848871527777777,3
931,HIGH_OCCUPANCY,6,0.19727430555555542,-2
933,HIGH_DENSITY,9,0.2667491319444443,2
933,HIGH_OCCUPANCY,9,0.2667491319444443,2
936,HIGH_DENSITY,9,0.23021484374999981,3
936,HIGH_OCCUPANCY,9,0.23021484374999981,3
937,HIGH_DENSITY,10,0.25460720486111044,1
937,HIGH_OCCUPANCY,10,0.25460720486111044,1
938,HIGH_DENSITY,9,0.2550694444444446,-1
938,HIGH_OCCUPANCY,9,0.2550694444444446,-1
940,HIGH_DENSITY,9,0.19331814236111142,1
940,HIGH_OCCUPANCY,9,0.19331814236111142,1
941,HIGH_DENSITY,9,0.22569010416666666,0
941,HIGH_OCCUPANCY,9,0.22569010416666666,0
942,HIGH_OCCUPANCY,8,0.24991970486111162,-1
943,HIGH_DENSITY,11,0.2112348090277777,3
943,HIGH_OCCUPANCY,11,0.2112348090277777,3
944,HIGH_DENSITY,9,0.196616753472222,-2
944,HIGH_OCCUPANCY,9,0.196616753472222,-2
945,HIGH_DENSITY,9,0.22773437500000066,0
945,HIGH_OCCUPANCY,9,0.22773437500000066,0
946,HIGH_DENSITY,10,0.24719401041666728,1
946,HIGH_OCCUPANCY,10,0.24719401041666728,1
947,HIGH_DENSITY,9,0.15342881944444456,-1
948,HIGH_DENSITY,10,0.2689105902777779,1
948,HIGH_OCCUPANCY,10,0.2689105902777779,1
949,HIGH_DENSITY,10,0.2425737847222213,0
949,HIGH_OCCUPANCY,10,0.2425737847222213,0
950,HIGH_DENSITY,9,0.28070312499999917,-1
950,HIGH_OCCUPANCY,9,0.28070312499999917,-1
951,HIGH_OCCUPANCY,7,0.1969661458333335,-2
952,HIGH_DENSITY,10,0.2567187500000007,3
952,HIGH_OCCUPANCY,10,0.2567187500000007,3
953,HIGH_OCCUPANCY,8,0.20521484374999965,-2
954,HIGH_OCCUPANCY,6,0.1831662326388886,-2
955,HIGH_OCCUPANCY,7,0.18717013888888892,1
956,HIGH_DENSITY,10,0.26952473958333323,3
956,HIGH_OCCUPANCY,10,0.26952473958333323,3
957,HIGH_OCCUPANCY,6,0.23686414930555577,-4
957,SUDDEN_COUNT_DECREASE,6,0.23686414930555577,-4
958,HIGH_OCCUPANCY,8,0.2393532986111109,2
959,HIGH_OCCUPANCY,8,0.26079427083333273,0
960,HIGH_OCCUPANCY,8,0.22756076388888896,0
961,HIGH_OCCUPANCY,8,0.21486111111111134,0
962,HIGH_DENSITY,9,0.22753255208333234,1
962,HIGH_OCCUPANCY,9,0.22753255208333234,1
963,HIGH_OCCUPANCY,7,0.21424045138888823,-2
964,HIGH_OCCUPANCY,7,0.19105468749999988,0
965,HIGH_DENSITY,9,0.23456597222222317,2
965,HIGH_OCCUPANCY,9,0.23456597222222317,2
967,HIGH_OCCUPANCY,8,0.23297526041666666,1
969,HIGH_DENSITY,9,0.21305772569444315,3
969,HIGH_OCCUPANCY,9,0.21305772569444315,3
970,HIGH_OCCUPANCY,7,0.18894748263888883,-2
971,HIGH_OCCUPANCY,7,0.20323567708333334,0
972,HIGH_OCCUPANCY,8,0.23200086805555528,1
973,HIGH_OCCUPANCY,7,0.22605251736111165,-1
974,HIGH_DENSITY,9,0.26699869791666697,2
974,HIGH_OCCUPANCY,9,0.26699869791666697,2
975,HIGH_OCCUPANCY,7,0.22402994791666708,-2
976,HIGH_OCCUPANCY,7,0.21652777777777785,0
977,HIGH_DENSITY,10,0.2757291666666667,3
977,HIGH_OCCUPANCY,10,0.2757291666666667,3
978,HIGH_OCCUPANCY,7,0.24220269097222244,-3
979,HIGH_OCCUPANCY,7,0.2181684027777778,0
980,HIGH_OCCUPANCY,6,0.18986111111111087,-1
981,HIGH_OCCUPANCY,8,0.2097851562499996,2
982,HIGH_OCCUPANCY,8,0.2636545138888885,0
983,HIGH_OCCUPANCY,6,0.19590277777777831,-2
984,HIGH_OCCUPANCY,8,0.23260416666666575,2
985,HIGH_DENSITY,10,0.3281401909722231,2
985,HIGH_OCCUPANCY,10,0.3281401909722231,2
988,HIGH_DENSITY,10,0.2504687499999999,4
988,HIGH_OCCUPANCY,10,0.2504687499999999,4
988,SUDDEN_COUNT_INCREASE,10,0.2504687499999999,4
989,HIGH_OCCUPANCY,7,0.18966796875000025,-3
990,HIGH_DENSITY,9,0.20143663194444433,2
990,HIGH_OCCUPANCY,9,0.20143663194444433,2
991,HIGH_OCCUPANCY,7,0.18785807291666626,-2
992,HIGH_OCCUPANCY,7,0.20701388888888883,0
993,HIGH_OCCUPANCY,7,0.20616319444444467,0
994,HIGH_OCCUPANCY,7,0.22149739583333367,0
995,HIGH_OCCUPANCY,8,0.24112847222222253,1
996,HIGH_DENSITY,9,0.2607921006944443,1
996,HIGH_OCCUPANCY,9,0.2607921006944443,1
997,HIGH_DENSITY,9,0.22709418402777737,0
997,HIGH_OCCUPANCY,9,0.22709418402777737,0
998,HIGH_DENSITY,9,0.2297612847222222,0
998,HIGH_OCCUPANCY,9,0.2297612847222222,0
999,HIGH_OCCUPANCY,8,0.21944010416666648,-1
1000,HIGH_OCCUPANCY,8,0.21389105902777783,0
1001,HIGH_OCCUPANCY,8,0.21779296875000037,0
1002,HIGH_OCCUPANCY,8,0.22201605902777846,0
1003,HIGH_OCCUPANCY,8,0.21457465277777787,0
1004,HIGH_DENSITY,9,0.23593750000000002,1
1004,HIGH_OCCUPANCY,9,0.23593750000000002,1
1005,HIGH_DENSITY,9,0.22175347222222225,0
1005,HIGH_OCCUPANCY,9,0.22175347222222225,0
1006,HIGH_DENSITY,9,0.21665798611111042,0
1006,HIGH_OCCUPANCY,9,0.21665798611111042,0
1011,HIGH_DENSITY,9,0.21881076388888912,2
1011,HIGH_OCCUPANCY,9,0.21881076388888912,2
1012,HIGH_OCCUPANCY,8,0.18214409722222197,-1
1013,HIGH_OCCUPANCY,7,0.18998263888888908,-1
1014,HIGH_OCCUPANCY,6,0.1816948784722223,-1
1015,HIGH_OCCUPANCY,7,0.20541883680555567,1
1016,HIGH_OCCUPANCY,8,0.20704644097222252,1
1017,HIGH_OCCUPANCY,6,0.26654947916666666,-2
1018,HIGH_OCCUPANCY,7,0.2086219618055556,1
1019,HIGH_OCCUPANCY,7,0.18298828125000027,0
1020,HIGH_OCCUPANCY,8,0.18368923611111104,1
1021,HIGH_OCCUPANCY,8,0.19345052083333325,0
1022,HIGH_OCCUPANCY,8,0.19364149305555514,0
1023,HIGH_OCCUPANCY,8,0.19252604166666631,0
1024,HIGH_OCCUPANCY,6,0.1891927083333332,-2
1025,HIGH_DENSITY,10,0.2338020833333335,4
1025,HIGH_OCCUPANCY,10,0.2338020833333335,4
1025,SUDDEN_COUNT_INCREASE,10,0.2338020833333335,4
1026,HIGH_DENSITY,10,0.2678233506944448,0
1026,HIGH_OCCUPANCY,10,0.2678233506944448,0
1027,HIGH_DENSITY,9,0.26335720486111147,-1
1027,HIGH_OCCUPANCY,9,0.26335720486111147,-1
1028,HIGH_DENSITY,9,0.21379774305555563,0
1028,HIGH_OCCUPANCY,9,0.21379774305555563,0
1029,HIGH_OCCUPANCY,7,0.18845486111111173,-2
1030,HIGH_OCCUPANCY,7,0.19095703124999985,0
1031,HIGH_OCCUPANCY,8,0.26769314236111064,1
1032,HIGH_OCCUPANCY,6,0.19518012152777803,-2
1033,HIGH_OCCUPANCY,8,0.23657986111111245,2
1034,HIGH_OCCUPANCY,7,0.24999348958333378,-1
1035,HIGH_OCCUPANCY,8,0.2835373263888892,1
1036,HIGH_DENSITY,9,0.24439453125000066,1
1036,HIGH_OCCUPANCY,9,0.24439453125000066,1
1037,HIGH_DENSITY,9,0.23552517361111036,0
1037,HIGH_OCCUPANCY,9,0.23552517361111036,0
1038,HIGH_OCCUPANCY,8,0.22741536458333309,-1
1039,HIGH_DENSITY,9,0.2574435763888888,1
1039,HIGH_OCCUPANCY,9,0.2574435763888888,1
1040,HIGH_DENSITY,10,0.2812239583333326,1
1040,HIGH_OCCUPANCY,10,0.2812239583333326,1
1041,HIGH_OCCUPANCY,7,0.20461588541666645,-3
1042,HIGH_OCCUPANCY,8,0.20624565972222264,1
1043,HIGH_OCCUPANCY,8,0.2197439236111107,0
1044,HIGH_OCCUPANCY,7,0.19234592013888904,-1
1045,HIGH_OCCUPANCY,7,0.19683593750000022,0
1046,HIGH_OCCUPANCY,6,0.18971354166666687,-1
1050,HIGH_DENSITY,9,0.22845703124999936,2
1050,HIGH_OCCUPANCY,9,0.22845703124999936,2
1051,HIGH_DENSITY,10,0.22332031249999976,1
1051,HIGH_OCCUPANCY,10,0.22332031249999976,1
1052,HIGH_OCCUPANCY,7,0.2003146701388885,-3
1054,HIGH_DENSITY,9,0.3053559027777776,2
1054,HIGH_OCCUPANCY,9,0.3053559027777776,2
1055,HIGH_OCCUPANCY,8,0.2332703993055559,-1
1056,HIGH_OCCUPANCY,7,0.24696614583333354,-1
1070,HIGH_OCCUPANCY,8,0.2050802951388891,2
1080,HIGH_DENSITY,10,0.1778211805555558,3
1081,HIGH_DENSITY,9,0.173246527777778,-1
1082,HIGH_DENSITY,10,0.18860677083333272,1
1082,HIGH_OCCUPANCY,10,0.18860677083333272,1
1083,HIGH_DENSITY,10,0.18596571180555543,0
1083,HIGH_OCCUPANCY,10,0.18596571180555543,0
1087,HIGH_OCCUPANCY,7,0.18577473958333302,1
1088,HIGH_OCCUPANCY,7,0.1801106770833334,0
1089,HIGH_DENSITY,9,0.20150607638888904,2
1089,HIGH_OCCUPANCY,9,0.20150607638888904,2
1091,HIGH_DENSITY,9,0.2508680555555553,3
1091,HIGH_OCCUPANCY,9,0.2508680555555553,3
1093,HIGH_OCCUPANCY,7,0.22208767361111104,1
1094,HIGH_OCCUPANCY,7,0.2182183159722223,0
1095,HIGH_OCCUPANCY,6,0.19276041666666743,-1
1096,HIGH_OCCUPANCY,7,0.18281249999999993,1
1097,HIGH_OCCUPANCY,8,0.20931857638888873,1
1099,HIGH_OCCUPANCY,7,0.1958007812499998,1
1100,HIGH_OCCUPANCY,8,0.19525173611111069,1
1101,HIGH_OCCUPANCY,7,0.2445334201388883,-1
1102,HIGH_OCCUPANCY,7,0.19251953124999963,0
1103,HIGH_OCCUPANCY,8,0.24821397569444487,1
1106,HIGH_OCCUPANCY,7,0.19492621527777781,0
1107,HIGH_OCCUPANCY,8,0.19585503472222188,1
1109,HIGH_OCCUPANCY,8,0.19556640624999896,1
1113,HIGH_OCCUPANCY,7,0.19359592013888913,0
1115,HIGH_OCCUPANCY,7,0.18546223958333385,1
1116,HIGH_OCCUPANCY,8,0.20834201388888815,1
1117,HIGH_OCCUPANCY,8,0.20544487847222176,0
1118,HIGH_OCCUPANCY,8,0.21425564236111144,0
1119,HIGH_OCCUPANCY,8,0.2223697916666667,0
1120,HIGH_OCCUPANCY,6,0.18802517361111132,-2
1122,HIGH_OCCUPANCY,6,0.19362196180555513,1
1123,HIGH_OCCUPANCY,7,0.2141688368055557,1
1124,HIGH_OCCUPANCY,8,0.23523654513888917,1
1125,HIGH_OCCUPANCY,7,0.21513237847222216,-1
1128,HIGH_OCCUPANCY,6,0.1978124999999999,1
1130,HIGH_OCCUPANCY,6,0.19578776041666637,1
1131,HIGH_OCCUPANCY,7,0.21486328124999995,1
1133,HIGH_OCCUPANCY,7,0.2560590277777783,1
1135,HIGH_OCCUPANCY,6,0.19403862847222195,0
1136,HIGH_OCCUPANCY,6,0.19847873263888904,0
1173,EMPTY_SCENE,0,0.0,-1
1174,EMPTY_SCENE,0,0.0,0
1175,EMPTY_SCENE,0,0.0,0
1177,EMPTY_SCENE,0,0.0,-1
1178,EMPTY_SCENE,0,0.0,0
1179,EMPTY_SCENE,0,0.0,0
1180,EMPTY_SCENE,0,0.0,0
1181,EMPTY_SCENE,0,0.0,0
1182,EMPTY_SCENE,0,0.0,0
1183,EMPTY_SCENE,0,0.0,0
1184,EMPTY_SCENE,0,0.0,0
1185,EMPTY_SCENE,0,0.0,0
1186,EMPTY_SCENE,0,0.0,0
1187,EMPTY_SCENE,0,0.0,0
1188,EMPTY_SCENE,0,0.0,0
1189,EMPTY_SCENE,0,0.0,0
1190,EMPTY_SCENE,0,0.0,0
1191,EMPTY_SCENE,0,0.0,0
1192,EMPTY_SCENE,0,0.0,0
1193,EMPTY_SCENE,0,0.0,0
1194,EMPTY_SCENE,0,0.0,0
1195,EMPTY_SCENE,0,0.0,0
1196,EMPTY_SCENE,0,0.0,0
1197,EMPTY_SCENE,0,0.0,0
1198,EMPTY_SCENE,0,0.0,0
1199,EMPTY_SCENE,0,0.0,0
1200,EMPTY_SCENE,0,0.0,0
1201,EMPTY_SCENE,0,0.0,0
1202,EMPTY_SCENE,0,0.0,0
1203,EMPTY_SCENE,0,0.0,0
1204,EMPTY_SCENE,0,0.0,0
1205,EMPTY_SCENE,0,0.0,0
1206,EMPTY_SCENE,0,0.0,0
1207,EMPTY_SCENE,0,0.0,0
1208,EMPTY_SCENE,0,0.0,0
1209,EMPTY_SCENE,0,0.0,0
1210,EMPTY_SCENE,0,0.0,0
1211,EMPTY_SCENE,0,0.0,0
1212,EMPTY_SCENE,0,0.0,0
1213,EMPTY_SCENE,0,0.0,0
1214,EMPTY_SCENE,0,0.0,0
1215,EMPTY_SCENE,0,0.0,0
1216,EMPTY_SCENE,0,0.0,0
1217,EMPTY_SCENE,0,0.0,0
1218,EMPTY_SCENE,0,0.0,0
1219,EMPTY_SCENE,0,0.0,0
1220,EMPTY_SCENE,0,0.0,0
1221,EMPTY_SCENE,0,0.0,0
1222,EMPTY_SCENE,0,0.0,0
1223,EMPTY_SCENE,0,0.0,0
1224,EMPTY_SCENE,0,0.0,0
1225,EMPTY_SCENE,0,0.0,0
